lng	lat	count
116.44104766424243	40.025656092772735 	12
116.77665166846153	40.5233385374423	200
116.58956161285714	39.73818288487756	23
116.46532123075468	39.97799553001885	23
116.4823654865854	39.96466687763414	22
116.47644614545453	39.952131964363645	23
116.4614827411111	39.92100168804445	24
116.77665166846153	40.5233385374423	21
